Date,MthPrcRet,TB3MS,UNRATE,GDP,INDPRO,CORESTICKM159SFRBATL,SPASTT01USM661N,LBSSA17,EMVHOUSELANDMGMT
2018/3/29,-0.026885,0.06,0,0.4138,1.0785,5.24338,-0.57623,0,-100
2018/4/30,0.002719,0.1,-0.2,0.4138,-0.92475,2.06816,0.76848,0,0
2018/5/31,0.021608,0.04,0.2,0.4138,0.78259,0.3233,0.25056,0,0
2018/6/29,0.004842,0.06,-0.2,0.352783333,0.13664,-1.3154,0.78385,0,0
2018/7/31,0.036022,0.07,0,0.352783333,0.72319,-3.4432,1.46571,0,0
2018/8/31,0.030263,0.1,-0.1,0.352783333,0.03593,1.19426,0.80775,0,173.51884
2018/9/28,0.004294,0.12,0.1,0.190936667,-0.17134,-1.90683,-3.96098,0,-42.14207
2018/10/31,-0.069403,0.08,0,0.190936667,0.05869,2.55927,-1.60884,0.1,-57.34878
2018/11/30,0.017859,0.04,0.1,0.190936667,-0.00587,-0.50162,-5.86357,0.1,197.71188
2018/12/31,-0.091777,0,0.1,0.29682,-0.59772,-3.19907,2.21684,0,63.30308
2019/1/31,0.078684,0.02,-0.2,0.29682,-0.52606,-0.37245,5.44886,0.1,-49.12093
2019/2/28,0.029729,0.01,0,0.29682,-0.00058,0.96926,0.90387,-0.1,252.41222
2019/3/29,0.017924,-0.02,-0.2,0.443266667,-0.56453,0.3435,2.32902,0,-88.2766
2019/4/30,0.039313,-0.03,0.1,0.443266667,0.16734,-0.44424,-1.97904,-0.1,143.15126
2019/5/31,-0.065778,-0.18,-0.1,0.443266667,0.06844,1.02289,1.29045,-0.1,-63.38211
2019/6/28,0.06893,-0.07,0.1,0.48244,-0.45439,1.61441,2.70988,-0.1,23.01467
2019/7/31,0.013128,-0.15,0,0.48244,0.73689,6.84309,-4.16917,0,157.91823
2019/8/30,-0.018092,-0.06,-0.2,0.48244,-0.23731,-0.85496,2.93774,-0.1,-100
2019/9/30,0.017181,-0.24,0.1,0.31976,-0.90636,4.85559,-0.33507,0,0
2019/10/31,0.020432,-0.11,0,0.31976,0.53719,1.27595,3.73801,-0.1,-29.43224
2019/11/29,0.034047,0,0,0.31976,-0.25845,-0.78953,2.09177,-0.1,109.85869
2019/12/31,0.02859,-0.02,-0.1,-0.298106667,-0.49782,1.8463,1.85565,0,-58.12026
2020/1/31,-0.001628,0,0,-0.298106667,0.25272,0.56734,-1.68949,0,153.95525
2020/2/28,-0.08411,-1.23,0.9,-0.298106667,-3.90208,-5.88556,-21.94014,-0.5,144.48991
2020/3/31,-0.125119,-0.15,10.3,-2.753966667,-13.38146,-15.90354,1.33991,-2,-35.58786
2020/4/30,0.126844,-0.01,-1.5,-2.753966667,1.62569,-6.38461,3.78322,0.5,137.82215
2020/5/29,0.045282,0.03,-2.2,-2.753966667,6.50121,-1.25045,7.10863,-0.2,-70.30764
2020/6/30,0.018388,-0.03,-0.8,2.903436667,3.76999,14.1249,1.7038,0.3,67.09636
2020/7/31,0.055101,-0.03,-1.8,2.903436667,0.91954,-2.54928,4.81663,-0.3,4.80874
2020/8/31,0.070065,0.01,-0.5,2.903436667,-0.04557,-9.24373,-0.73978,0.3,-76.40005
2020/9/30,-0.039228,-0.01,-1,0.580296667,0.61016,-11.32343,1.44101,-0.2,235.17869
2020/10/30,-0.027666,-0.01,-0.2,0.580296667,0.44302,-2.36527,5.57899,0.1,-11.04412
2020/11/30,0.107546,0,0,0.580296667,1.15532,-4.55847,4.94833,0.1,84.80615
2020/12/31,0.037121,-0.01,-0.4,0.871276667,0.8249,-11.62689,3.15144,0,41.58982
2021/1/29,-0.011137,-0.04,-0.1,0.871276667,-3.45118,0.65899,2.52614,0.1,-100
2021/2/26,0.026091,-0.01,-0.1,0.871276667,2.89459,11.78611,1.84199,0.2,0
2021/3/31,0.042439,-0.01,0,1.020903333,0.15642,32.53381,3.67064,0.2,-79.86768
2021/4/30,0.052425,0,-0.3,1.020903333,0.87721,15.94961,2.14298,0.1,755.88418
2021/5/28,0.005487,0.02,0.1,1.020903333,0.36187,-1.31845,1.11475,0.2,-87.67215
2021/6/30,0.022214,0.01,-0.5,0.767936667,0.61652,-10.55077,-0.27889,0,-100
2021/7/30,0.022748,0,-0.2,0.767936667,0.0024,1.19199,1.17767,0.1,0
2021/8/31,0.02899,-0.01,-0.4,0.767936667,-1.06277,12.60397,-0.94939,0.1,0
2021/9/30,-0.047569,0.01,-0.3,1.15494,1.25488,15.05604,1.11728,0.2,0
2021/10/29,0.069144,0,-0.3,1.15494,0.88989,5.88681,1.96917,0.2,-64.60234
2021/11/30,-0.008334,0.01,-0.3,1.15494,-0.30742,8.3944,-1.62846,0.3,-100
2021/12/31,0.043613,0.09,0.1,0.506346667,0.1355,14.48035,0.48436,0.3,0
2022/1/31,-0.052585,0.18,-0.2,0.506346667,0.64728,7.98291,-1.78802,0.1,0
2022/2/28,-0.031361,0.11,-0.2,0.506346667,0.78819,5.83582,-1.49268,0.1,0
2022/3/31,0.035773,0.32,0,0.686076667,0.30963,3.58413,0.41723,0.1,0
2022/4/29,-0.087957,0.22,0,0.686076667,-0.0179,5.5864,-5.97394,-0.1,0
2022/5/31,0.000053,0.51,0,0.686076667,-0.08815,8.76036,-3.24666,-0.1,0
2022/6/30,-0.08392,0.74,-0.1,0.587693333,0.43482,3.74363,-1.60464,0,-100
2022/7/29,0.091116,0.4,0.2,0.587693333,0.09851,6.51297,4.8959,-0.1,0
2022/8/31,-0.04244,0.5,-0.2,0.587693333,0.28469,6.69409,-6.29956,0,0
2022/9/30,-0.093396,0.59,0.2,0.53058,-0.11292,-0.43777,-2.33517,0,0
2022/10/31,0.079863,0.43,-0.1,0.53058,-0.32946,1.6712,7.66267,0.1,0
2022/11/30,0.053753,0.1,-0.1,0.53058,-1.53865,2.25685,0.77561,0,0
2022/12/30,-0.058971,0.29,-0.1,0.511446667,1.04745,-0.94799,2.67126,0.1,-5.2412
